id,profession,partnership-no,practice-code,name,address-1,address-2,council,county,health-trust-area,postcode,tel,lat,long
gpractice-336,General Practice,PW8004,661,DR. REILLY,Dromore Surgery,16 Camderry Road,"Dromore, Omagh",Tyrone,,BT78 3AU,028 8289 8137,53.143886,-4.4676181
gpractice-337,General Practice,PW0995,662,DR. GALLAGHER & PARTNERS,"Drumragh Family Practice, The Health Centre",Mountjoy Road,Omagh,Tyrone,,BT79 7BA,0844 477 3513,53.232283,-4.319334
gpractice-338,General Practice,PW8034,663,DR. DEEHAN,"Strule Medical, The Health Centre",Mountjoy Road,Omagh,Tyrone,,BT79 7BA,0844 477 3504,53.232283,-4.319334
gpractice-339,General Practice,PW8090,664,DR. HICKS & PARTNER,41 Main Street,Plumbridge,Omagh,Tyrone,Western Trust,BT79 8DL,028 81648292,53.396735,-4.2889513
dt-1,Dentist,150574,,MR CHRISTOPHER GARDINER,1 Manor Drive,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1JH,028 9266 3364,53.168023,-3.1034989
dt-2,Dentist,176490,,DR JEMMA MCKEOWN,1 Manor Drive,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1JH,028 9266 3364,53.168023,-3.1034989
dt-3,Dentist,191007,,MRS RACHEL HENDRON,1 Manor Drive,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1JH,028 9266 3364,53.168023,-3.1034989
dt-4,Dentist,59147,,M J GALBRAITH,58 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AP,028 9065 5903,53.263965,-2.9377505
dt-5,Dentist,56684,,I R MCNUTT,32 Abbey Street,Bangor,North Down and Ards,Down,South East Trust,BT20 4JA,028 9127 0041,53.326666,-2.7479766
dt-6,Dentist,150531,,MR GARETH MCGUIGGAN,32 Abbey Street,Bangor,North Down and Ards,Down,South East Trust,BT20 4JA,028 9127 0041,53.326666,-2.7479766
dt-7,Dentist,54350,,M W CURRAN,434 Lisburn Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 6GR,028 9066 7979,53.232389,-3.0226198
dt-8,Dentist,57829,,C S PETHERICK,434 Lisburn Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 6GR,028 9066 7979,53.232389,-3.0226198
dt-9,Dentist,73564,,MR G NEWELL,434 Lisburn Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 6GR,028 9066 7979,53.232389,-3.0226198
dt-10,Dentist,74465,,MS K O'BRIEN,434 Lisburn Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 6GR,028 9066 7979,53.232389,-3.0226198
dt-11,Dentist,83134,,MS FIONNA BURNS,434 Lisburn Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 6GR,028 9066 7979,53.232389,-3.0226198
dt-12,Dentist,230549,,MR DAVID JOHNSTON,434 Lisburn Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 6GR,028 9066 7979,53.232389,-3.0226198
dt-13,Dentist,54349,,MR I H CONNOLLY,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-14,Dentist,61320,,S CROWE,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-15,Dentist,62393,,DJ MAGUIRE,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-16,Dentist,68234,,B FRIEL,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-17,Dentist,79613,,S MCCONVILLE,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-18,Dentist,82210,,MRS AOIFE DONNELLY,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-19,Dentist,82231,,MS H TOPPING,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-20,Dentist,85911,,MISS ORLA DYNES,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-21,Dentist,85926,,MISS ASHLENE MAGEE,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-22,Dentist,209093,,MISS NICOLA MONTGOMERY,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-23,Dentist,209151,,MR CHRISTOPHER MINNIS,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-24,Dentist,226937,,DR HELEN HAMILTON,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-25,Dentist,250765,,MR LEONARD MAGUIRE,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-26,Dentist,251633,,MRS LAUREN MAGUIRE,83A Bridge Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT63 5AA,028 3833 4116,53.07567,-3.4726075
dt-27,Dentist,67783,,MRS H GUILD,60 Malone Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 5BT,028 9066 0066,53.240099,-3.0017807
dt-28,Dentist,67830,,MR B GUILD,60 Malone Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 5BT,028 9066 0066,53.240099,-3.0017807
dt-29,Dentist,70989,,K STEVENSON,60 Malone Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 5BT,028 9066 0066,53.240099,-3.0017807
dt-30,Dentist,77901,,DR PETER STEVENSON,60 Malone Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 5BT,028 9066 0066,53.240099,-3.0017807
dt-31,Dentist,69942,,DR RITU DHARIWAL,838 Crumlin Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 8AE,028 9071 4477,53.284023,-3.0403222
dt-32,Dentist,248367,,DR MOJGAN GHAEMI BIDGOLI,838 Crumlin Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 8AE,028 9071 4477,53.284023,-3.0403222
dt-33,Dentist,257425,,MR ZAID SAMIR ABDULHUSSEIN,838 Crumlin Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 8AE,028 9071 4477,53.284023,-3.0403222
dt-34,Dentist,262252,,MISS KYRIAKI TSANIDOU,838 Crumlin Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 8AE,028 9071 4477,53.284023,-3.0403222
dt-35,Dentist,72044,,MR LEE MULLAN,1003 Upper Newtownards Rd,Belfast,Lisburn and Castlereagh,Down,,BT16 1RN,028 9048 3240,53.260069,-2.8695304
dt-36,Dentist,51004,,M J TOWNSEND,462 Oldpark Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 6QG,028 9074 3800,53.28243,-3.0186697
dt-37,Dentist,58343,,F J MCCANN,462 Oldpark Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 6QG,028 9074 3800,53.28243,-3.0186697
dt-38,Dentist,104188,,MISS JULIE JOHNSTONE,462 Oldpark Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 6QG,028 9074 3800,53.28243,-3.0186697
dt-39,Dentist,250710,,MR DAVID JACKSON,462 Oldpark Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 6QG,028 9074 3800,53.28243,-3.0186697
dt-40,Dentist,257675,,MISS CATHERINE MACAULAY,462 Oldpark Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 6QG,028 9074 3800,53.28243,-3.0186697
dt-41,Dentist,64062,,H F CASEY,59 Abercorn Road,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 6TQ,028 7126 2216,53.618614,-4.3719074
dt-42,Dentist,193503,,MRS RACHAEL GALLAGHER,59 Abercorn Road,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 6TQ,028 7126 2216,53.618614,-4.3719074
dt-43,Dentist,209089,,DR CHARLES KIELT,59 Abercorn Road,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 6TQ,028 7126 2216,53.618614,-4.3719074
dt-44,Dentist,264518,,MISS SARAH MASON,59 Abercorn Road,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 6TQ,028 7126 2216,53.618614,-4.3719074
dt-45,Dentist,78243,,MRS C DEVLIN,440 Antrim Road,Belfast,Belfast,Antrim,Belfast Trust,BT15 5GB,028 90774633,53.288177,-3.0035353
dt-46,Dentist,82226,,MR CHRISTOPHER SCANNELL,440 Antrim Road,Belfast,Belfast,Antrim,Belfast Trust,BT15 5GB,028 90774633,53.288177,-3.0035353
dt-47,Dentist,257705,,MISS REBECCA MCALISTER,440 Antrim Road,Belfast,Belfast,Antrim,Belfast Trust,BT15 5GB,028 90774633,53.288177,-3.0035353
dt-48,Dentist,48421,,P J MULLAN,35 St Patricks Avenue,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DW,028 4461 2231,52.994079,-2.7672598
dt-49,Dentist,62386,,F M LOUGHLIN,35 St Patricks Avenue,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DW,028 4461 2231,52.994079,-2.7672598
dt-50,Dentist,71761,,C GALLAGHER,35 St Patricks Avenue,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DW,028 4461 2231,52.994079,-2.7672598
dt-51,Dentist,113285,,MISS MARIA MCGIVERN,35 St Patricks Avenue,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DW,028 4461 2231,52.994079,-2.7672598
dt-52,Dentist,113358,,MISS REBECCA MULLAN,35 St Patricks Avenue,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DW,028 4461 2231,52.994079,-2.7672598
dt-53,Dentist,191032,,MR PADRAIC CONROY,35 St Patricks Avenue,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DW,028 4461 2231,52.994079,-2.7672598
dt-54,Dentist,244276,,MISS CARISSA HALL,35 St Patricks Avenue,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DW,028 4461 2231,52.994079,-2.7672598
dt-55,Dentist,251236,,MISS NUALA HUGHES,35 St Patricks Avenue,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DW,028 4461 2231,52.994079,-2.7672598
dt-56,Dentist,56679,,C B LOUGHRIDGE,116 Upper Lisburn Road,Belfast,Belfast,Antrim,Belfast Trust,BT10 0BD,028 9061 1880,53.222953,-3.0420915
dt-57,Dentist,63894,,A J HALL,116 High Street,Holywood,North Down and Ards,Down,South East Trust,BT18 9HW,028 9042 3934,53.304188,-2.9067727
dt-58,Dentist,64773,,P R JOHNSTON,116 High Street,Holywood,North Down and Ards,Down,South East Trust,BT18 9HW,028 9042 3934,53.304188,-2.9067727
dt-59,Dentist,64777,,DR S NEWBERRY,116 High Street,Holywood,North Down and Ards,Down,South East Trust,BT18 9HW,028 9042 3934,53.304188,-2.9067727
dt-60,Dentist,54359,,D M C LINDSAY,15 Irish Street,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6BW,028 4461 2249,52.995915,-2.7656684
dt-61,Dentist,62643,,D CRUTCHLEY,15 Irish Street,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6BW,028 4461 2249,52.995915,-2.7656684
dt-62,Dentist,113261,,MISS MAEVE KEENAN,15 Irish Street,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6BW,028 4461 2249,52.995915,-2.7656684
dt-63,Dentist,260357,,MISS OLIVIA DONNELLY,15 Irish Street,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6BW,028 4461 2249,52.995915,-2.7656684
dt-64,Dentist,62395,,J ROULSTON,115 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AD,028 9047 1503,53.263685,-2.9390487
dt-65,Dentist,63357,,MISS LORRAINE JONES,115 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AD,028 9047 1503,53.263685,-2.9390487
dt-66,Dentist,64438,,J HALEY,115 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AD,028 9047 1503,53.263685,-2.9390487
dt-67,Dentist,71936,,G GIBSON,115 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AD,028 9047 1503,53.263685,-2.9390487
dt-68,Dentist,83603,,MS ASHLEY SKATES,115 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AD,028 9047 1503,53.263685,-2.9390487
dt-69,Dentist,83882,,MS RACHEL CAIRNS,115 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AD,028 9047 1503,53.263685,-2.9390487
dt-70,Dentist,151758,,DR CHRISTOPHER MCHALE,115 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AD,028 9047 1503,53.263685,-2.9390487
dt-71,Dentist,176505,,MISS KATHRYN MCALISTER,115 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AD,028 9047 1503,53.263685,-2.9390487
dt-72,Dentist,222443,,MISS ROWENA FAIR,115 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AD,028 9047 1503,53.263685,-2.9390487
dt-73,Dentist,227795,,MR EOGHAN MCBRIDE,115 Belmont Road,Belfast,Belfast,Down,Belfast Trust,BT4 2AD,028 9047 1503,53.263685,-2.9390487
dt-74,Dentist,54362,,J L MCCAUGHERTY,167 Moira Road,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1RW,028 9267 2399,53.164851,-3.1283379
dt-75,Dentist,60207,,J T O'DOHERTY,143 Longstone Street,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1TY,028 9266 2518,53.168054,-3.1128044
dt-76,Dentist,76492,,N MCCLOY,143 Longstone Street,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1TY,028 9266 2518,53.168054,-3.1128044
dt-77,Dentist,79249,,MR ALISTAIR MACKINSON,143 Longstone Street,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1TY,028 9266 2518,53.168054,-3.1128044
dt-78,Dentist,250820,,MISS ORLA MCCANN,143 Longstone Street,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1TY,028 9266 2518,53.168054,-3.1128044
dt-79,Dentist,68901,,J D TURK,46 Cliftonville Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 6JY,028 9035 1372,53.276557,-3.0042229
dt-80,Dentist,71988,,T O'LOINSIGH,46 Cliftonville Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 6JY,028 9035 1372,53.276557,-3.0042229
dt-81,Dentist,251097,,MR RYAN ELLIOTT,46 Cliftonville Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 6JY,028 9035 1372,53.276557,-3.0042229
dt-82,Dentist,249704,,MISS GAROUFALIA KALTSI,1003 Upper Newtownards Rd,Belfast,Lisburn and Castlereagh,Down,,BT16 1RN,028 9048 3240,53.260069,-2.8695304
dt-83,Dentist,250528,,MR GERMAN ARIEL TELLO LEVINSTEIN,1003 Upper Newtownards Rd,Belfast,Lisburn and Castlereagh,Down,,BT16 1RN,028 9048 3240,53.260069,-2.8695304
dt-84,Dentist,262416,,MRS MARIELA MATAMOROS VELEZ,1003 Upper Newtownards Rd,Belfast,Lisburn and Castlereagh,Down,,BT16 1RN,028 9048 3240,53.260069,-2.8695304
dt-85,Dentist,245063,,DR MARIE-CLAIRE NOBLE,254 Ballysillan Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 6RA,028 9071 4444,53.290196,-3.0292508
dt-86,Dentist,248367,,DR MOJGAN GHAEMI BIDGOLI,254 Ballysillan Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 6RA,028 9071 4444,53.290196,-3.0292508
dt-87,Dentist,68257,,MR P WARWICK,52 Loy Street,Cookstown,Mid Ulster,Tyrone,,BT80 8PE,028 8676 6072,53.285534,-3.7846264
dt-88,Dentist,150546,,MR STEPHEN R MCKINSTRY,52 Loy Street,Cookstown,Mid Ulster,Tyrone,,BT80 8PE,028 8676 6072,53.285534,-3.7846264
dt-89,Dentist,48972,,S P TONER,188 Stewartstown Road,Belfast,Belfast,Antrim,Belfast Trust,BT17 0LE,028 9061 0570,53.22036,-3.0799215
dt-90,Dentist,123875,,DR FARZANEH ANJOMANI,188 Stewartstown Road,Belfast,Belfast,Antrim,Belfast Trust,BT17 0LE,028 9061 0570,53.22036,-3.0799215
dt-91,Dentist,248947,,MR SEAMUS KENNEDY,188 Stewartstown Road,Belfast,Belfast,Antrim,Belfast Trust,BT17 0LE,028 9061 0570,53.22036,-3.0799215
dt-92,Dentist,85445,,MISS JANE O'CONNOR,266 Woodstock Road,Belfast,Belfast,Down,Belfast Trust,BT6 9DN,028 9045 7561,53.253147,-2.965348
dt-93,Dentist,103226,,MR BENJAMIN WRIGHT,266 Woodstock Road,Belfast,Belfast,Down,Belfast Trust,BT6 9DN,028 9045 7561,53.253147,-2.965348
dt-94,Dentist,113907,,DR RUTH DONALDSON,266 Woodstock Road,Belfast,Belfast,Down,Belfast Trust,BT6 9DN,028 9045 7561,53.253147,-2.965348
dt-95,Dentist,176480,,MR NIGEL SMITH,266 Woodstock Road,Belfast,Belfast,Down,Belfast Trust,BT6 9DN,028 9045 7561,53.253147,-2.965348
dt-96,Dentist,190916,,MISS KIMBERLEY ALLEN,266 Woodstock Road,Belfast,Belfast,Down,Belfast Trust,BT6 9DN,028 9045 7561,53.253147,-2.965348
dt-97,Dentist,67999,,MS L  O'CONNOR,502 Upper Newtownards Road,Belfast,Belfast,Down,Belfast Trust,BT4 3HB,028 9065 3678,53.259131,-2.9213197
dt-98,Dentist,79626,,S CARSON,502 Upper Newtownards Road,Belfast,Belfast,Down,Belfast Trust,BT4 3HB,028 9065 3678,53.259131,-2.9213197
dt-99,Dentist,83182,,MRS LOUISE TAGGART,502 Upper Newtownards Road,Belfast,Belfast,Down,Belfast Trust,BT4 3HB,028 9065 3678,53.259131,-2.9213197
dt-100,Dentist,113718,,MISS LEONA MCCLEMENTS,502 Upper Newtownards Road,Belfast,Belfast,Down,Belfast Trust,BT4 3HB,028 9065 3678,53.259131,-2.9213197
dt-101,Dentist,46079,,S M TILLMAN,15A Market Square,Antrim,Antrim and Newtownabbey,Antrim,,BT41 4AW,028 9446 5111,53.369928,-3.2835268
dt-102,Dentist,56670,,RA CULLEN,15A Market Square,Antrim,Antrim and Newtownabbey,Antrim,,BT41 4AW,028 9446 5111,53.369928,-3.2835268
dt-103,Dentist,264824,,MISS AISLING CATHERINE MURRAY,33 Bachelors Walk,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1XN,028 9266 3893,53.172479,-3.1009054
dt-104,Dentist,76511,,DR GJ MCCLOSKEY,1A Loughshore Courtyard 630 Shore Road,Whiteabbey,Antrim and Newtownabbey,Antrim,,BT37 0SN,028 9085 4014,53.340252,-2.9630191
dt-105,Dentist,81325,,A LALOR,1A Loughshore Courtyard 630 Shore Road,Whiteabbey,Antrim and Newtownabbey,Antrim,,BT37 0SN,028 9085 4014,53.340252,-2.9630191
dt-106,Dentist,85940,,MR MARK TARPEY,1A Loughshore Courtyard 630 Shore Road,Whiteabbey,Antrim and Newtownabbey,Antrim,,BT37 0SN,028 9085 4014,53.340252,-2.9630191
dt-107,Dentist,176508,,MR CONALL O'DOHERTY,1A Loughshore Courtyard 630 Shore Road,Whiteabbey,Antrim and Newtownabbey,Antrim,,BT37 0SN,028 9085 4014,53.340252,-2.9630191
dt-108,Dentist,79597,,MS CLAIRE ARMSTRONG,535A Falls Road,Belfast,Belfast,Antrim,Belfast Trust,BT11 9AA,028 9062 9296,53.244265,-3.0401666
dt-109,Dentist,79598,,MRS JENNIFER MCHUGH,535A Falls Road,Belfast,Belfast,Antrim,Belfast Trust,BT11 9AA,028 9062 9296,53.244265,-3.0401666
dt-110,Dentist,79612,,MS CIARA MCALLISTER,535A Falls Road,Belfast,Belfast,Antrim,Belfast Trust,BT11 9AA,028 9062 9296,53.244265,-3.0401666
dt-111,Dentist,80703,,MR C MCHUGH,535A Falls Road,Belfast,Belfast,Antrim,Belfast Trust,BT11 9AA,028 9062 9296,53.244265,-3.0401666
dt-112,Dentist,260357,,MISS OLIVIA DONNELLY,535A Falls Road,Belfast,Belfast,Antrim,Belfast Trust,BT11 9AA,028 9062 9296,53.244265,-3.0401666
dt-113,Dentist,66488,,MS L LAIRD,5 Robert Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8BE,028 3832 7411,53.112768,-3.3657947
dt-114,Dentist,73560,,MRS MARGARET GORMLEY,5 Robert Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8BE,028 3832 7411,53.112768,-3.3657947
dt-115,Dentist,78023,,P TEGGART,5 Robert Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8BE,028 3832 7411,53.112768,-3.3657947
dt-116,Dentist,83591,,MS S JOHNSTON,5 Robert Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8BE,028 3832 7411,53.112768,-3.3657947
dt-117,Dentist,103832,,DR LISA HALL,5 Robert Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8BE,028 3832 7411,53.112768,-3.3657947
dt-118,Dentist,104281,,MISS AVEEN MCALLISTER,5 Robert Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8BE,028 3832 7411,53.112768,-3.3657947
dt-119,Dentist,113356,,MISS NICOLA O'KANE,5 Robert Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8BE,028 3832 7411,53.112768,-3.3657947
dt-120,Dentist,150523,,MRS MAIREAD EASTWOOD,5 Robert Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8BE,028 3832 7411,53.112768,-3.3657947
dt-121,Dentist,257949,,MISS SARAH SPENCE,5 Robert Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8BE,028 3832 7411,53.112768,-3.3657947
dt-122,Dentist,68250,,P J SAVAGE,380 Ormeau Road,Belfast,Belfast,Down,Belfast Trust,BT7 3HX,028 9049 1333,53.232237,-2.9754243
dt-123,Dentist,69426,,H BRADEN,380 Ormeau Road,Belfast,Belfast,Down,Belfast Trust,BT7 3HX,028 9049 1333,53.232237,-2.9754243
dt-124,Dentist,69430,,J C BRADEN,380 Ormeau Road,Belfast,Belfast,Down,Belfast Trust,BT7 3HX,028 9049 1333,53.232237,-2.9754243
dt-125,Dentist,56677,,T KIRK,12 Loy Street,Cookstown,Mid Ulster,Tyrone,,BT80 8PE,028 8676 2206,53.285534,-3.7846264
dt-126,Dentist,83306,,MR M SLEVIN,12 Loy Street,Cookstown,Mid Ulster,Tyrone,,BT80 8PE,028 8676 2206,53.285534,-3.7846264
dt-127,Dentist,250963,,DR ELLEN MCIVOR,12 Loy Street,Cookstown,Mid Ulster,Tyrone,,BT80 8PE,028 8676 2206,53.285534,-3.7846264
dt-128,Dentist,67702,,S N GAY,14 Portaferry Road,Newtownards,North Down and Ards,Down,South East Trust,BT23 8NN,028 91821348,53.258249,-2.7595838
dt-129,Dentist,176983,,MR MARK BOYD,14 Portaferry Road,Newtownards,North Down and Ards,Down,South East Trust,BT23 8NN,028 91821348,53.258249,-2.7595838
dt-130,Dentist,71982,,R MCKIERNAN,4 Ladybrook Park,Belfast,Belfast,Antrim,Belfast Trust,BT11 9EL,028 9030 1999,53.228675,-3.0527916
dt-131,Dentist,113349,,MR DAVID MCKEE,4 Ladybrook Park,Belfast,Belfast,Antrim,Belfast Trust,BT11 9EL,028 9030 1999,53.228675,-3.0527916
dt-132,Dentist,113357,,MISS ORLA MCCAFFREY,4 Ladybrook Park,Belfast,Belfast,Antrim,Belfast Trust,BT11 9EL,028 9030 1999,53.228675,-3.0527916
dt-133,Dentist,54361,,J MCCARTNEY,17 Stream Street,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DD,028 4461 2217,52.993173,-2.7628338
dt-134,Dentist,59102,,D LUNDY,177 Stewartstown Road,Belfast,Belfast,Antrim,Belfast Trust,BT17 0HL,028 9061 9726,53.224459,-3.0768941
dt-135,Dentist,56691,,M J WALLACE,Twin Spires Dental Surgery 155 Northumberland Street,Belfast,Belfast,Antrim,Belfast Trust,BT13 2JF,028 9024 0635,53.261722,-3.0109813
dt-136,Dentist,57799,,D M BOWEN,Twin Spires Dental Surgery 155 Northumberland Street,Belfast,Belfast,Antrim,Belfast Trust,BT13 2JF,028 9024 0635,53.261722,-3.0109813
dt-137,Dentist,79607,,DR C HARTIGAN,Twin Spires Dental Surgery 155 Northumberland Street,Belfast,Belfast,Antrim,Belfast Trust,BT13 2JF,028 9024 0635,53.261722,-3.0109813
dt-138,Dentist,61307,,A H NICHOLL,214 Shore Road,Belfast,Belfast,Antrim,Belfast Trust,BT15 3QB,028 9037 0951,53.290458,-2.9898021
dt-139,Dentist,252017,,MISS NATALIE MCGUIGAN,89A Glen Road,Belfast,Belfast,Antrim,Belfast Trust,BT11 8BD,0844 576 9505,53.244022,-3.0464098
dt-140,Dentist,257812,,MISS CLARE MURPHY,89A Glen Road,Belfast,Belfast,Antrim,Belfast Trust,BT11 8BD,0844 576 9505,53.244022,-3.0464098
dt-141,Dentist,258156,,MISS NICOLE QUINN,89A Glen Road,Belfast,Belfast,Antrim,Belfast Trust,BT11 8BD,0844 576 9505,53.244022,-3.0464098
dt-142,Dentist,61700,,D NEILL,269 Newtownards Road,Belfast,Belfast,Down,Belfast Trust,BT4 1AF,028 9045 2596,53.261897,-2.9637011
dt-143,Dentist,57798,,S CARROLL,95 Saintfield Road,Belfast,Lisburn and Castlereagh,Down,,BT8 7HN,028 9070 3215,53.220039,-2.9699051
dt-144,Dentist,67258,,A D IRVINE,95 Saintfield Road,Belfast,Lisburn and Castlereagh,Down,,BT8 7HN,028 9070 3215,53.220039,-2.9699051
dt-145,Dentist,244192,,MISS LAURA SHARVIN,95 Saintfield Road,Belfast,Lisburn and Castlereagh,Down,,BT8 7HN,028 9070 3215,53.220039,-2.9699051
dt-146,Dentist,85916,,MR RICHARD JENNETT,1 Castle Avenue,Castlewellan,"Newry, Mourne and Down",Down,,BT31 9DX,028 4377 8319,52.92032,-2.9812041
dt-147,Dentist,103764,,MR PATRICK GIBSON,1 Castle Avenue,Castlewellan,"Newry, Mourne and Down",Down,,BT31 9DX,028 4377 8319,52.92032,-2.9812041
dt-148,Dentist,74822,,MR C GIBSON,39 Bachelor'S Walk,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1XN,028 9266 3022,53.172479,-3.1009054
dt-149,Dentist,74981,,A WALLACE,39 Bachelor'S Walk,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1XN,028 9266 3022,53.172479,-3.1009054
dt-150,Dentist,80905,,MS E DOUGHERTY,39 Bachelor'S Walk,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1XN,028 9266 3022,53.172479,-3.1009054
dt-151,Dentist,63278,,MISS AMANDA MILLAR,42 Hamilton Road,Bangor,North Down and Ards,Down,South East Trust,BT20 4LE,028 9127 2525,53.329685,-2.7408671
dt-152,Dentist,66572,,DV MILLAR,42 Hamilton Road,Bangor,North Down and Ards,Down,South East Trust,BT20 4LE,028 9127 2525,53.329685,-2.7408671
